POZIOM;REGION;WOJ;PODREG;POW;GMI;RODZ;NAZWA;NAZWA_DOD;STAN_NA
5;4;32;44;61;01;1;Koszalin;gmina miejska;2005-01-01
5;5;02;01;01;01;1;Bolesławiec;gmina miejska;2005-01-01
5;5;02;01;01;02;2;Bolesławiec;gmina wiejska;2005-01-01
5;5;02;01;01;03;2;Gromadka;gmina wiejska;2005-01-01
5;5;02;01;01;04;3;Nowogrodziec;gmina miejsko-wiejska;2005-01-01
5;5;02;01;01;04;4;Nowogrodziec;miasto w gminie miejsko-wiejskiej;2005-01-01
5;5;02;01;01;04;5;Nowogrodziec;obszar wiejski;2005-01-01
5;5;02;01;01;05;2;Osiecznica;gmina wiejska;2005-01-01
5;5;02;01;01;06;2;Warta Bolesławiecka;gmina wiejska;2005-01-01
5;5;02;01;02;01;1;Bielawa;gmina miejska;2005-01-01
5;5;02;01;02;02;1;Dzierżoniów;gmina miejska;2005-01-01
5;5;02;01;02;03;1;Pieszyce;gmina miejska;2005-01-01
5;5;02;01;02;04;1;Piława Górna;gmina miejska;2005-01-01
5;5;02;01;02;05;2;Dzierżoniów;gmina wiejska;2005-01-01
5;5;02;01;02;06;2;Łagiewniki;gmina wiejska;2005-01-01
5;5;02;01;02;07;3;Niemcza;gmina miejsko-wiejska;2005-01-01
5;5;02;01;02;07;4;Niemcza;miasto w gminie miejsko-wiejskiej;2005-01-01
5;5;02;01;02;07;5;Niemcza;obszar wiejski;2005-01-01
5;5;02;01;05;01;1;Jawor;gmina miejska;2005-01-01
5;5;02;01;05;02;3;Bolków;gmina miejsko-wiejska;2005-01-01
5;5;02;01;05;02;4;Bolków;miasto w gminie miejsko-wiejskiej;2005-01-01
5;5;02;01;05;02;5;Bolków;obszar wiejski;2005-01-01
5;5;02;01;05;03;2;Męcinka;gmina wiejska;2005-01-01
5;5;02;01;05;04;2;Mściwojów;gmina wiejska;2005-01-01
5;5;02;01;05;05;2;Paszowice;gmina wiejska;2005-01-01
5;5;02;01;05;06;2;Wądroże Wielkie;gmina wiejska;2005-01-01
5;5;02;01;06;01;1;Karpacz;gmina miejska;2005-01-01
5;5;02;01;06;02;1;Kowary;gmina miejska;2005-01-01
5;5;02;01;06;03;1;Piechowice;gmina miejska;2005-01-01
5;5;02;01;06;04;1;Szklarska Poręba;gmina miejska;2005-01-01
5;5;02;01;06;05;2;Janowice Wielkie;gmina wiejska;2005-01-01
5;5;02;01;06;06;2;Jeżów Sudecki;gmina wiejska;2005-01-01
5;5;02;01;06;07;2;Mysłakowice;gmina wiejska;2005-01-01
5;5;02;01;06;08;2;Podgórzyn;gmina wiejska;2005-01-01
5;5;02;01;06;09;2;Stara Kamienica;gmina wiejska;2005-01-01
5;5;02;01;07;01;1;Kamienna Góra;gmina miejska;2005-01-01
5;5;02;01;07;02;2;Kamienna Góra;gmina wiejska;2005-01-01
5;5;02;01;07;03;3;Lubawka;gmina miejsko-wiejska;2005-01-01
5;5;02;01;07;03;4;Lubawka;miasto w gminie miejsko-wiejskiej;2005-01-01
5;5;02;01;07;03;5;Lubawka;obszar wiejski;2005-01-01
5;5;02;01;07;04;2;Marciszów;gmina wiejska;2005-01-01
5;5;02;01;08;01;1;Duszniki-Zdrój;gmina miejska;2005-01-01
5;5;02;01;08;02;1;Kłodzko;gmina miejska;2005-01-01
5;5;02;01;08;03;1;Kudowa-Zdrój;gmina miejska;2005-01-01
5;5;02;01;08;04;1;Nowa Ruda;gmina miejska;2005-01-01
5;5;02;01;08;05;1;Polanica-Zdrój;gmina miejska;2005-01-01
5;5;02;01;08;06;3;Bystrzyca Kłodzka;gmina miejsko-wiejska;2005-01-01
5;5;02;01;08;06;4;Bystrzyca Kłodzka;miasto w gminie miejsko-wiejskiej;2005-01-01
5;5;02;01;08;06;5;Bystrzyca Kłodzka;obszar wiejski;2005-01-01
5;5;02;01;08;07;2;Kłodzko;gmina wiejska;2005-01-01
5;5;02;01;08;08;3;Lądek-Zdrój;gmina miejsko-wiejska;2005-01-01
5;5;02;01;08;08;4;Lądek-Zdrój;miasto w gminie miejsko-wiejskiej;2005-01-01
5;5;02;01;08;08;5;Lądek-Zdrój;obszar wiejski;2005-01-01
5;5;02;01;08;09;2;Lewin Kłodzki;gmina wiejska;2005-01-01
5;5;02;01;08;10;3;Międzylesie;gmina miejsko-wiejska;2005-01-01
5;5;02;01;08;10;4;Międzylesie;miasto w gminie miejsko-wiejskiej;2005-01-01
5;5;02;01;08;10;5;Międzylesie;obszar wiejski;2005-01-01
5;5;02;01;08;11;2;Nowa Ruda;gmina wiejska;2005-01-01
5;5;02;01;08;12;3;Radków;gmina miejsko-wiejska;2005-01-01
5;5;02;01;08;12;4;Radków;miasto w gminie miejsko-wiejskiej;2005-01-01
5;5;02;01;08;12;5;Radków;obszar wiejski;2005-01-01
5;5;02;01;08;13;3;Stronie Śląskie;gmina miejsko-wiejska;2005-01-01
5;5;02;01;08;13;4;Stronie Śląskie;miasto w gminie miejsko-wiejskiej;2005-01-01
5;5;02;01;08;13;5;Stronie Śląskie;obszar wiejski;2005-01-01
5;5;02;01;08;14;3;Szczytna;gmina miejsko-wiejska;2005-01-01
5;5;02;01;08;14;4;Szczytna;miasto w gminie miejsko-wiejskiej;2005-01-01
5;5;02;01;08;14;5;Szczytna;obszar wiejski;2005-01-01
5;5;02;01;10;01;1;Lubań;gmina miejska;2005-01-01
5;5;02;01;10;02;1;Świeradów-Zdrój;gmina miejska;2005-01-01
5;5;02;01;10;03;3;Leśna;gmina miejsko-wiejska;2005-01-01
5;5;02;01;10;03;4;Leśna;miasto w gminie miejsko-wiejskiej;2005-01-01
5;5;02;01;10;03;5;Leśna;obszar wiejski;2005-01-01
5;5;02;01;10;04;2;Lubań;gmina wiejska;2005-01-01
5;5;02;01;10;05;3;Olszyna;gmina miejsko-wiejska;2005-01-01
5;5;02;01;10;05;4;Olszyna;miasto w gminie miejsko-wiejskiej;2005-01-01
5;5;02;01;10;05;5;Olszyna;obszar wiejski;2005-01-01
5;5;02;01;10;06;2;Platerówka;gmina wiejska;2005-01-01
5;5;02;01;10;07;2;Siekierczyn;gmina wiejska;2005-01-01
5;5;02;01;12;01;3;Gryfów Śląski;gmina miejsko-wiejska;2005-01-01
5;5;02;01;12;01;4;Gryfów Śląski;miasto w gminie miejsko-wiejskiej;2005-01-01
5;5;02;01;12;01;5;Gryfów Śląski;obszar wiejski;2005-01-01
5;5;02;01;12;02;3;Lubomierz;gmina miejsko-wiejska;2005-01-01
5;5;02;01;12;02;4;Lubomierz;miasto w gminie miejsko-wiejskiej;2005-01-01
5;5;02;01;12;02;5;Lubomierz;obszar wiejski;2005-01-01
5;5;02;01;12;03;3;Lwówek Śląski;gmina miejsko-wiejska;2005-01-01
5;5;02;01;12;03;4;Lwówek Śląski;miasto w gminie miejsko-wiejskiej;2005-01-01
5;5;02;01;12;03;5;Lwówek Śląski;obszar wiejski;2005-01-01
5;5;02;01;12;04;3;Mirsk;gmina miejsko-wiejska;2005-01-01
5;5;02;01;12;04;4;Mirsk;miasto w gminie miejsko-wiejskiej;2005-01-01
5;5;02;01;12;04;5;Mirsk;obszar wiejski;2005-01-01
5;5;02;01;12;05;3;Wleń;gmina miejsko-wiejska;2005-01-01
5;5;02;01;12;05;4;Wleń;miasto w gminie miejsko-wiejskiej;2005-01-01
5;5;02;01;12;05;5;Wleń;obszar wiejski;2005-01-01
5;5;02;01;17;01;2;Borów;gmina wiejska;2005-01-01
5;5;02;01;17;02;2;Kondratowice;gmina wiejska;2005-01-01
5;5;02;01;17;03;2;Przeworno;gmina wiejska;2005-01-01
5;5;02;01;17;04;3;Strzelin;gmina miejsko-wiejska;2005-01-01
5;5;02;01;17;04;4;Strzelin;miasto w gminie miejsko-wiejskiej;2005-01-01
5;5;02;01;17;04;5;Strzelin;obszar wiejski;2005-01-01
5;5;02;01;17;05;3;Wiązów;gmina miejsko-wiejska;2005-01-01
5;5;02;01;17;05;4;Wiązów;miasto w gminie miejsko-wiejskiej;2005-01-01
5;5;02;01;17;05;5;Wiązów;obszar wiejski;2005-01-01
5;5;02;01;19;01;1;Świdnica;gmina miejska;2005-01-01
5;5;02;01;19;02;1;Świebodzice;gmina miejska;2005-01-01
5;5;02;01;19;03;2;Dobromierz;gmina wiejska;2005-01-01
5;5;02;01;19;04;3;Jaworzyna Śląska;gmina miejsko-wiejska;2005-01-01
5;5;02;01;19;04;4;Jaworzyna Śląska;miasto w gminie miejsko-wiejskiej;2005-01-01
5;5;02;01;19;04;5;Jaworzyna Śląska;obszar wiejski;2005-01-01
5;5;02;01;19;05;2;Marcinowice;gmina wiejska;2005-01-01
5;5;02;01;19;06;3;Strzegom;gmina miejsko-wiejska;2005-01-01
5;5;02;01;19;06;4;Strzegom;miasto w gminie miejsko-wiejskiej;2005-01-01
5;5;02;01;19;06;5;Strzegom;obszar wiejski;2005-01-01
5;5;02;01;19;07;2;Świdnica;gmina wiejska;2005-01-01
5;5;02;01;19;08;3;Żarów;gmina miejsko-wiejska;2005-01-01
5;5;02;01;19;08;4;Żarów;miasto w gminie miejsko-wiejskiej;2005-01-01
5;5;02;01;19;08;5;Żarów;obszar wiejski;2005-01-01
5;5;02;01;21;01;1;Boguszów-Gorce;gmina miejska;2005-01-01
5;5;02;01;21;02;1;Jedlina-Zdrój;gmina miejska;2005-01-01
5;5;02;01;21;03;1;Szczawno-Zdrój;gmina miejska;2005-01-01
5;5;02;01;21;04;2;Czarny Bór;gmina wiejska;2005-01-01
5;5;02;01;21;05;3;Głuszyca;gmina miejsko-wiejska;2005-01-01
5;5;02;01;21;05;4;Głuszyca;miasto w gminie miejsko-wiejskiej;2005-01-01
5;5;02;01;21;05;5;Głuszyca;obszar wiejski;2005-01-01
5;5;02;01;21;06;3;Mieroszów;gmina miejsko-wiejska;2005-01-01
5;5;02;01;21;06;4;Mieroszów;miasto w gminie miejsko-wiejskiej;2005-01-01
5;5;02;01;21;06;5;Mieroszów;obszar wiejski;2005-01-01
5;5;02;01;21;07;2;Stare Bogaczowice;gmina wiejska;2005-01-01
5;5;02;01;21;08;2;Walim;gmina wiejska;2005-01-01
5;5;02;01;21;09;1;Wałbrzych;gmina miejska;2005-01-01
5;5;02;01;24;01;3;Bardo;gmina miejsko-wiejska;2005-01-01
5;5;02;01;24;01;4;Bardo;miasto w gminie miejsko-wiejskiej;2005-01-01
5;5;02;01;24;01;5;Bardo;obszar wiejski;2005-01-01
5;5;02;01;24;02;2;Ciepłowody;gmina wiejska;2005-01-01
5;5;02;01;24;03;2;Kamieniec Ząbkowicki;gmina wiejska;2005-01-01
5;5;02;01;24;04;2;Stoszowice;gmina wiejska;2005-01-01
5;5;02;01;24;05;3;Ząbkowice Śląskie;gmina miejsko-wiejska;2005-01-01
5;5;02;01;24;05;4;Ząbkowice Śląskie;miasto w gminie miejsko-wiejskiej;2005-01-01
5;5;02;01;24;05;5;Ząbkowice Śląskie;obszar wiejski;2005-01-01
5;5;02;01;24;06;3;Ziębice;gmina miejsko-wiejska;2005-01-01
5;5;02;01;24;06;4;Ziębice;miasto w gminie miejsko-wiejskiej;2005-01-01
5;5;02;01;24;06;5;Ziębice;obszar wiejski;2005-01-01
5;5;02;01;24;07;3;Złoty Stok;gmina miejsko-wiejska;2005-01-01
5;5;02;01;24;07;4;Złoty Stok;miasto w gminie miejsko-wiejskiej;2005-01-01
5;5;02;01;24;07;5;Złoty Stok;obszar wiejski;2005-01-01
5;5;02;01;25;01;1;Zawidów;gmina miejska;2005-01-01
5;5;02;01;25;02;1;Zgorzelec;gmina miejska;2005-01-01
5;5;02;01;25;03;3;Bogatynia;gmina miejsko-wiejska;2005-01-01
5;5;02;01;25;03;4;Bogatynia;miasto w gminie miejsko-wiejskiej;2005-01-01
5;5;02;01;25;03;5;Bogatynia;obszar wiejski;2005-01-01
5;5;02;01;25;04;3;Pieńsk;gmina miejsko-wiejska;2005-01-01
5;5;02;01;25;04;4;Pieńsk;miasto w gminie miejsko-wiejskiej;2005-01-01
5;5;02;01;25;04;5;Pieńsk;obszar wiejski;2005-01-01
5;5;02;01;25;05;2;Sulików;gmina wiejska;2005-01-01
5;5;02;01;25;06;3;Węgliniec;gmina miejsko-wiejska;2005-01-01
5;5;02;01;25;06;4;Węgliniec;miasto w gminie miejsko-wiejskiej;2005-01-01
5;5;02;01;25;06;5;Węgliniec;obszar wiejski;2005-01-01
5;5;02;01;25;07;2;Zgorzelec;gmina wiejska;2005-01-01
5;5;02;01;26;01;1;Wojcieszów;gmina miejska;2005-01-01
5;5;02;01;26;02;1;Złotoryja;gmina miejska;2005-01-01
5;5;02;01;26;03;2;Pielgrzymka;gmina wiejska;2005-01-01
5;5;02;01;26;04;3;Świerzawa;gmina miejsko-wiejska;2005-01-01
5;5;02;01;26;04;4;Świerzawa;miasto w gminie miejsko-wiejskiej;2005-01-01
5;5;02;01;26;04;5;Świerzawa;obszar wiejski;2005-01-01
5;5;02;01;26;05;2;Zagrodno;gmina wiejska;2005-01-01
5;5;02;01;26;06;2;Złotoryja;gmina wiejska;2005-01-01
5;5;02;01;61;01;1;Jelenia Góra;gmina miejska;2005-01-01
5;5;02;02;03;01;1;Głogów;gmina miejska;2005-01-01
5;5;02;02;03;02;2;Głogów;gmina wiejska;2005-01-01
5;5;02;02;03;03;2;Jerzmanowa;gmina wiejska;2005-01-01
5;5;02;02;03;04;2;Kotla;gmina wiejska;2005-01-01
5;5;02;02;03;05;2;Pęcław;gmina wiejska;2005-01-01
5;5;02;02;03;06;2;Żukowice;gmina wiejska;2005-01-01
5;5;02;02;04;01;3;Góra;gmina miejsko-wiejska;2005-01-01
5;5;02;02;04;01;4;Góra;miasto w gminie miejsko-wiejskiej;2005-01-01
5;5;02;02;04;01;5;Góra;obszar wiejski;2005-01-01
5;5;02;02;04;02;2;Jemielno;gmina wiejska;2005-01-01
5;5;02;02;04;03;2;Niechlów;gmina wiejska;2005-01-01
5;5;02;02;04;04;3;Wąsosz;gmina miejsko-wiejska;2005-01-01
5;5;02;02;04;04;4;Wąsosz;miasto w gminie miejsko-wiejskiej;2005-01-01
5;5;02;02;04;04;5;Wąsosz;obszar wiejski;2005-01-01
5;5;02;02;09;01;1;Chojnów;gmina miejska;2005-01-01
5;5;02;02;09;02;2;Chojnów;gmina wiejska;2005-01-01
5;5;02;02;09;03;2;Krotoszyce;gmina wiejska;2005-01-01
5;5;02;02;09;04;2;Kunice;gmina wiejska;2005-01-01
5;5;02;02;09;05;2;Legnickie Pole;gmina wiejska;2005-01-01
5;5;02;02;09;06;2;Miłkowice;gmina wiejska;2005-01-01
5;5;02;02;09;07;3;Prochowice;gmina miejsko-wiejska;2005-01-01
5;5;02;02;09;07;4;Prochowice;miasto w gminie miejsko-wiejskiej;2005-01-01
5;5;02;02;09;07;5;Prochowice;obszar wiejski;2005-01-01
5;5;02;02;09;08;2;Ruja;gmina wiejska;2005-01-01
5;5;02;02;11;01;1;Lubin;gmina miejska;2005-01-01
5;5;02;02;11;02;2;Lubin;gmina wiejska;2005-01-01
5;5;02;02;11;03;2;Rudna;gmina wiejska;2005-01-01
5;5;02;02;11;04;3;Ścinawa;gmina miejsko-wiejska;2005-01-01
5;5;02;02;11;04;4;Ścinawa;miasto w gminie miejsko-wiejskiej;2005-01-01
5;5;02;02;11;04;5;Ścinawa;obszar wiejski;2005-01-01
5;5;02;02;16;01;3;Chocianów;gmina miejsko-wiejska;2005-01-01
5;5;02;02;16;01;4;Chocianów;miasto w gminie miejsko-wiejskiej;2005-01-01
5;5;02;02;16;01;5;Chocianów;obszar wiejski;2005-01-01
5;5;02;02;16;02;2;Gaworzyce;gmina wiejska;2005-01-01
5;5;02;02;16;03;2;Grębocice;gmina wiejska;2005-01-01
5;5;02;02;16;04;3;Polkowice;gmina miejsko-wiejska;2005-01-01
5;5;02;02;16;04;4;Polkowice;miasto w gminie miejsko-wiejskiej;2005-01-01
5;5;02;02;16;04;5;Polkowice;obszar wiejski;2005-01-01
5;5;02;02;16;05;3;Przemków;gmina miejsko-wiejska;2005-01-01
5;5;02;02;16;05;4;Przemków;miasto w gminie miejsko-wiejskiej;2005-01-01
5;5;02;02;16;05;5;Przemków;obszar wiejski;2005-01-01
5;5;02;02;16;06;2;Radwanice;gmina wiejska;2005-01-01
5;5;02;02;22;01;3;Brzeg Dolny;gmina miejsko-wiejska;2005-01-01
5;5;02;02;22;01;4;Brzeg Dolny;miasto w gminie miejsko-wiejskiej;2005-01-01
5;5;02;02;22;01;5;Brzeg Dolny;obszar wiejski;2005-01-01
5;5;02;02;22;02;2;Wińsko;gmina wiejska;2005-01-01
5;5;02;02;22;03;3;Wołów;gmina miejsko-wiejska;2005-01-01
5;5;02;02;22;03;4;Wołów;miasto w gminie miejsko-wiejskiej;2005-01-01
5;5;02;02;22;03;5;Wołów;obszar wiejski;2005-01-01
5;5;02;02;62;01;1;Legnica;gmina miejska;2005-01-01
5;5;02;03;13;01;2;Cieszków;gmina wiejska;2005-01-01
5;5;02;03;13;02;2;Krośnice;gmina wiejska;2005-01-01
5;5;02;03;13;03;3;Milicz;gmina miejsko-wiejska;2005-01-01
5;5;02;03;13;03;4;Milicz;miasto w gminie miejsko-wiejskiej;2005-01-01
5;5;02;03;13;03;5;Milicz;obszar wiejski;2005-01-01
5;5;02;03;14;01;1;Oleśnica;gmina miejska;2005-01-01
5;5;02;03;14;02;3;Bierutów;gmina miejsko-wiejska;2005-01-01
5;5;02;03;14;02;4;Bierutów;miasto w gminie miejsko-wiejskiej;2005-01-01
5;5;02;03;14;02;5;Bierutów;obszar wiejski;2005-01-01
5;5;02;03;14;03;2;Dobroszyce;gmina wiejska;2005-01-01
5;5;02;03;14;04;2;Dziadowa Kłoda;gmina wiejska;2005-01-01
5;5;02;03;14;05;3;Międzybórz;gmina miejsko-wiejska;2005-01-01
5;5;02;03;14;05;4;Międzybórz;miasto w gminie miejsko-wiejskiej;2005-01-01
5;5;02;03;14;05;5;Międzybórz;obszar wiejski;2005-01-01
5;5;02;03;14;06;2;Oleśnica;gmina wiejska;2005-01-01
5;5;02;03;14;07;3;Syców;gmina miejsko-wiejska;2005-01-01
5;5;02;03;14;07;4;Syców;miasto w gminie miejsko-wiejskiej;2005-01-01
5;5;02;03;14;07;5;Syców;obszar wiejski;2005-01-01
5;5;02;03;14;08;3;Twardogóra;gmina miejsko-wiejska;2005-01-01
5;5;02;03;14;08;4;Twardogóra;miasto w gminie miejsko-wiejskiej;2005-01-01
5;5;02;03;14;08;5;Twardogóra;obszar wiejski;2005-01-01
5;5;02;03;15;01;1;Oława;gmina miejska;2005-01-01
5;5;02;03;15;02;2;Domaniów;gmina wiejska;2005-01-01
5;5;02;03;15;03;3;Jelcz-Laskowice;gmina miejsko-wiejska;2005-01-01
5;5;02;03;15;03;4;Jelcz-Laskowice;miasto w gminie miejsko-wiejskiej;2005-01-01
5;5;02;03;15;03;5;Jelcz-Laskowice;obszar wiejski;2005-01-01
5;5;02;03;15;04;2;Oława;gmina wiejska;2005-01-01
5;5;02;03;18;01;2;Kostomłoty;gmina wiejska;2005-01-01
5;5;02;03;18;02;2;Malczyce;gmina wiejska;2005-01-01
5;5;02;03;18;03;2;Miękinia;gmina wiejska;2005-01-01
5;5;02;03;18;04;3;Środa Śląska;gmina miejsko-wiejska;2005-01-01
5;5;02;03;18;04;4;Środa Śląska;miasto w gminie miejsko-wiejskiej;2005-01-01
5;5;02;03;18;04;5;Środa Śląska;obszar wiejski;2005-01-01
5;5;02;03;18;05;2;Udanin;gmina wiejska;2005-01-01
5;5;02;03;20;01;3;Oborniki Śląskie;gmina miejsko-wiejska;2005-01-01
5;5;02;03;20;01;4;Oborniki Śląskie;miasto w gminie miejsko-wiejskiej;2005-01-01
5;5;02;03;20;01;5;Oborniki Śląskie;obszar wiejski;2005-01-01
5;5;02;03;20;02;3;Prusice;gmina miejsko-wiejska;2005-01-01
5;5;02;03;20;02;4;Prusice;miasto w gminie miejsko-wiejskiej;2005-01-01
5;5;02;03;20;02;5;Prusice;obszar wiejski;2005-01-01
5;5;02;03;20;03;3;Trzebnica;gmina miejsko-wiejska;2005-01-01
5;5;02;03;20;03;4;Trzebnica;miasto w gminie miejsko-wiejskiej;2005-01-01
5;5;02;03;20;03;5;Trzebnica;obszar wiejski;2005-01-01
5;5;02;03;20;04;2;Wisznia Mała;gmina wiejska;2005-01-01
5;5;02;03;20;05;2;Zawonia;gmina wiejska;2005-01-01
5;5;02;03;20;06;3;Żmigród;gmina miejsko-wiejska;2005-01-01
5;5;02;03;20;06;4;Żmigród;miasto w gminie miejsko-wiejskiej;2005-01-01
5;5;02;03;20;06;5;Żmigród;obszar wiejski;2005-01-01
5;5;02;03;23;01;2;Czernica;gmina wiejska;2005-01-01
5;5;02;03;23;02;2;Długołęka;gmina wiejska;2005-01-01
5;5;02;03;23;03;2;Jordanów Śląski;gmina wiejska;2005-01-01
5;5;02;03;23;04;3;Kąty Wrocławskie;gmina miejsko-wiejska;2005-01-01
5;5;02;03;23;04;4;Kąty Wrocławskie;miasto w gminie miejsko-wiejskiej;2005-01-01
5;5;02;03;23;04;5;Kąty Wrocławskie;obszar wiejski;2005-01-01
5;5;02;03;23;05;2;Kobierzyce;gmina wiejska;2005-01-01
5;5;02;03;23;06;2;Mietków;gmina wiejska;2005-01-01
5;5;02;03;23;07;3;Sobótka;gmina miejsko-wiejska;2005-01-01
5;5;02;03;23;07;4;Sobótka;miasto w gminie miejsko-wiejskiej;2005-01-01
5;5;02;03;23;07;5;Sobótka;obszar wiejski;2005-01-01
5;5;02;03;23;08;3;Święta Katarzyna;gmina miejsko-wiejska;2005-01-01
5;5;02;03;23;08;4;Siechnice;miasto w gminie miejsko-wiejskiej;2005-01-01
5;5;02;03;23;08;5;Święta Katarzyna;obszar wiejski;2005-01-01
5;5;02;03;23;09;2;Żórawina;gmina wiejska;2005-01-01
5;5;02;04;64;01;1;Wrocław;gmina miejska;2005-01-01
5;5;02;04;64;02;9;Wrocław-Fabryczna;delegatura;2005-01-01
5;5;02;04;64;03;9;Wrocław-Krzyki;delegatura;2005-01-01
5;5;02;04;64;04;9;Wrocław-Psie Pole;delegatura;2005-01-01
5;5;02;04;64;05;9;Wrocław-Stare Miasto;delegatura;2005-01-01
5;5;02;04;64;06;9;Wrocław-Śródmieście;delegatura;2005-01-01
5;5;16;23;01;01;1;Brzeg;gmina miejska;2005-01-01
5;5;16;23;01;02;2;Skarbimierz;gmina wiejska;2005-01-01
5;5;16;23;01;03;3;Grodków;gmina miejsko-wiejska;2005-01-01
5;5;16;23;01;03;4;Grodków;miasto w gminie miejsko-wiejskiej;2005-01-01
5;5;16;23;01;03;5;Grodków;obszar wiejski;2005-01-01
5;5;16;23;01;04;3;Lewin Brzeski;gmina miejsko-wiejska;2005-01-01
5;5;16;23;01;04;4;Lewin Brzeski;miasto w gminie miejsko-wiejskiej;2005-01-01
5;5;16;23;01;04;5;Lewin Brzeski;obszar wiejski;2005-01-01
5;5;16;23;01;05;2;Lubsza;gmina wiejska;2005-01-01
5;5;16;23;01;06;2;Olszanka;gmina wiejska;2005-01-01
5;5;16;23;02;01;3;Baborów;gmina miejsko-wiejska;2005-01-01
5;5;16;23;02;01;4;Baborów;miasto w gminie miejsko-wiejskiej;2005-01-01
5;5;16;23;02;01;5;Baborów;obszar wiejski;2005-01-01
5;5;16;23;02;02;2;Branice;gmina wiejska;2005-01-01
5;5;16;23;02;03;3;Głubczyce;gmina miejsko-wiejska;2005-01-01
5;5;16;23;02;03;4;Głubczyce;miasto w gminie miejsko-wiejskiej;2005-01-01
5;5;16;23;02;03;5;Głubczyce;obszar wiejski;2005-01-01
5;5;16;23;02;04;3;Kietrz;gmina miejsko-wiejska;2005-01-01
5;5;16;23;02;04;4;Kietrz;miasto w gminie miejsko-wiejskiej;2005-01-01
5;5;16;23;02;04;5;Kietrz;obszar wiejski;2005-01-01
5;5;16;23;03;01;1;Kędzierzyn-Koźle;gmina miejska;2005-01-01
5;5;16;23;03;02;2;Bierawa;gmina wiejska;2005-01-01
5;5;16;23;03;03;2;Cisek;gmina wiejska;2005-01-01
5;5;16;23;03;04;2;Pawłowiczki;gmina wiejska;2005-01-01
5;5;16;23;03;05;2;Polska Cerekiew;gmina wiejska;2005-01-01
5;5;16;23;03;06;2;Reńska Wieś;gmina wiejska;2005-01-01
5;5;16;23;04;01;3;Byczyna;gmina miejsko-wiejska;2005-01-01
5;5;16;23;04;01;4;Byczyna;miasto w gminie miejsko-wiejskiej;2005-01-01
5;5;16;23;04;01;5;Byczyna;obszar wiejski;2005-01-01
5;5;16;23;04;02;3;Kluczbork;gmina miejsko-wiejska;2005-01-01
5;5;16;23;04;02;4;Kluczbork;miasto w gminie miejsko-wiejskiej;2005-01-01
5;5;16;23;04;02;5;Kluczbork;obszar wiejski;2005-01-01
5;5;16;23;04;03;2;Lasowice Wielkie;gmina wiejska;2005-01-01
5;5;16;23;04;04;3;Wołczyn;gmina miejsko-wiejska;2005-01-01
5;5;16;23;04;04;4;Wołczyn;miasto w gminie miejsko-wiejskiej;2005-01-01
5;5;16;23;04;04;5;Wołczyn;obszar wiejski;2005-01-01
5;5;16;23;05;01;3;Gogolin;gmina miejsko-wiejska;2005-01-01
5;5;16;23;05;01;4;Gogolin;miasto w gminie miejsko-wiejskiej;2005-01-01
5;5;16;23;05;01;5;Gogolin;obszar wiejski;2005-01-01
5;5;16;23;05;02;3;Krapkowice;gmina miejsko-wiejska;2005-01-01
5;5;16;23;05;02;4;Krapkowice;miasto w gminie miejsko-wiejskiej;2005-01-01
5;5;16;23;05;02;5;Krapkowice;obszar wiejski;2005-01-01
5;5;16;23;05;03;2;Strzeleczki;gmina wiejska;2005-01-01
5;5;16;23;05;04;2;Walce;gmina wiejska;2005-01-01
5;5;16;23;05;05;3;Zdzieszowice;gmina miejsko-wiejska;2005-01-01
5;5;16;23;05;05;4;Zdzieszowice;miasto w gminie miejsko-wiejskiej;2005-01-01
5;5;16;23;05;05;5;Zdzieszowice;obszar wiejski;2005-01-01
5;5;16;23;06;01;2;Domaszowice;gmina wiejska;2005-01-01
5;5;16;23;06;02;3;Namysłów;gmina miejsko-wiejska;2005-01-01
5;5;16;23;06;02;4;Namysłów;miasto w gminie miejsko-wiejskiej;2005-01-01
5;5;16;23;06;02;5;Namysłów;obszar wiejski;2005-01-01
5;5;16;23;06;03;2;Pokój;gmina wiejska;2005-01-01
5;5;16;23;06;04;2;Świerczów;gmina wiejska;2005-01-01
5;5;16;23;06;05;2;Wilków;gmina wiejska;2005-01-01
5;5;16;23;07;01;3;Głuchołazy;gmina miejsko-wiejska;2005-01-01
5;5;16;23;07;01;4;Głuchołazy;miasto w gminie miejsko-wiejskiej;2005-01-01
5;5;16;23;07;01;5;Głuchołazy;obszar wiejski;2005-01-01
5;5;16;23;07;02;2;Kamiennik;gmina wiejska;2005-01-01
5;5;16;23;07;03;3;Korfantów;gmina miejsko-wiejska;2005-01-01
5;5;16;23;07;03;4;Korfantów;miasto w gminie miejsko-wiejskiej;2005-01-01
5;5;16;23;07;03;5;Korfantów;obszar wiejski;2005-01-01
5;5;16;23;07;04;2;Łambinowice;gmina wiejska;2005-01-01
5;5;16;23;07;05;3;Nysa;gmina miejsko-wiejska;2005-01-01
5;5;16;23;07;05;4;Nysa;miasto w gminie miejsko-wiejskiej;2005-01-01
5;5;16;23;07;05;5;Nysa;obszar wiejski;2005-01-01
5;5;16;23;07;06;3;Otmuchów;gmina miejsko-wiejska;2005-01-01
5;5;16;23;07;06;4;Otmuchów;miasto w gminie miejsko-wiejskiej;2005-01-01
5;5;16;23;07;06;5;Otmuchów;obszar wiejski;2005-01-01
5;5;16;23;07;07;3;Paczków;gmina miejsko-wiejska;2005-01-01
